"CONTACT","CONTPHONE","CONTRACT","DIMENSIONS","DOL_NUM","EVENTPRO_LOT","FEATURETYPE","INSPECTS","LOC_NAME","LOT_LOC","MAP_PAGE","NAMELABEL","OBJECTID","ORIG_FID","PRODUCT","SUB","TICKETS","URL","VENDORTYPE","y","x"
"","","NC Cash (NC State Treasurer)","","","SCOTT024","Vendor","OTHER","Scott Building","SCOTT-24","Page 20","NC Treasury",504,517,"Information On UNClaimed Property Program","","","","",35.796327,-78.708229
"","","Product By Jim & Mo","","","SCOTT074","Vendor","OTHER","Scott Building","SCOTT-74","Page 20","Jim & Mo",505,518,"Laser (Photos) Engraved Art On Wood, Glass Metal, Granite, Leather And Rings. 1 Year Only Contract","","","","",35.796367,-78.708268
"","","Custom Caps & T-Shirts","","","SCOTT001","Vendor","OTHER","Scott Building","SCOTT-1","Page 20","Custom Caps",506,519,"T-Shirts","","","","",35.796035,-78.708132
"","","Custom Caps & T-Shirts","","","SCOTT002","Vendor","OTHER","Scott Building","SCOTT-2","Page 20","Custom Caps",507,520,"Nascar Novelties, Caps & T-Shirts","","","","",35.796059,-78.708147
"","","Custom Caps & T-Shirts","","","SCOTT003","Vendor","OTHER","Scott Building","SCOTT-3","Page 20","Custom Caps",508,521,"T-Shirts (College Teams & NC State Fair)","","","","",35.796084,-78.708161
"","","Silver-Sun","","","SCOTT004","Vendor","OTHER","Scott Building","SCOTT-4","Page 20","Silver-Sun",509,522,"Phone Cords","","","","",35.796108,-78.708175
"","","Annes Dumplings","","","SCOTT005","Vendor","F&D","Scott Building","SCOTT-5","Page 20","Annes Dumplings",510,523,"Maple Butter, Cookies,  Anne's One Sauce, Anne's One Dressing, Anne's Chicken/Ham/Beef Bases, Cornmeal, Grits, Gift Baskets, Breader, Vegetable, Jams, Jellies, Preserves, Sweet Potato Pecan Butter & Pork Rinds.","","","","",35.796132,-78.708189
"","","News & Observer","","","SCOTT006","Vendor","OTHER","Scott Building","SCOTT-6","Page 20","New Observer",511,524,"News & Observer Subscriptions - 1 Year Only Contract","","","","",35.796157,-78.708204
"","","Top-Priorities","","","SCOTT007","Vendor","OTHER","Scott Building","SCOTT-7","Page 20","Top Priorities",512,525,"Bow Ties (Women/Men), Neck Ties, Socks, Pocket Squares & Lapel Pins","","","","",35.796181,-78.708218
"","","Jerusalem Olive Wood Arts","","","SCOTT008","Vendor","OTHER","Scott Building","SCOTT-8","Page 20","Jerusalem Wood",513,526,"Olive Wood Art & Olive Wood Craving","","","","",35.796206,-78.708232
"","","Americas Best Nut Company","","","SCOTT009","Vendor","F&D","Scott Building","SCOTT-9","Page 20","Am. Best Nut Co",514,527,"Peanuts","","","","",35.79623,-78.708247
"","","NC Peanut Growers Association","","","SCOTT010","Vendor","F&D","Scott Building","SCOTT-10","Page 20","NC Peanut",515,528,"Peanuts","","","","",35.796255,-78.708261
"","","Bobbees Bottling","","","SCOTT011","Vendor","F&D","Scott Building","SCOTT-11","Page 20","Bobbees",516,529,"Honey Products, Candy, Cotton Candy","","","","",35.796279,-78.708275
"","","Bobbees Bottling","","","SCOTT012","Vendor","F&D","Scott Building","SCOTT-12","Page 20","Bobbees",517,530,"Honey Products","","","","",35.796303,-78.708289
"","","Sleep Number","20 X 40","","","Sponsor","","Gate 8","GATE 8","none","Sleep Number",518,532,"","","","","",35.797513,-78.714967
"","","Vacation Village ","20 X 10","","","Sponsor","","Gate 8","GATE 8","none","Vacation Village",519,534,"","","","","",35.797595,-78.715397
"","","Diawa","20x10","","","Sponsor","","A Lot","","Page 1","Diawa",520,535,"","","","","",35.795641,-78.71346
"","","Cheerwine","20 X 10","","","Sponsor","","Gate 8","GATE 8","none","Cheerwine",521,536,"","","","","",35.797615,-78.715233
"","","Kitchen Craft","10 X 10","","","Sponsor","","Dorton/Hillsborough","","Page 14","Kitchen Craft",522,537,"","","","","",35.793537,-78.709699
"","","Ray Price Harley Davidson","10 X10","","","Sponsor","","Coleman Hill","","none","Ray Price H.D.",523,538,"","","","","",35.796715,-78.708788
"","","Boat Builders","","","","Attractions","","","","none","Boat Builders",524,539,"","","","","",35.796177,-78.713638
"","","Bb&T","","","","Sponsor","","Scott South","","none","Bb&T",525,540,"","","","","",35.79544,-78.708384
"","","At&T ","30 X 20","","","Sponsor","F&D","Graham/Dorton","E","Page 6","At&T",526,542,"","","","","",35.79411,-78.711247
"","","Vacation Villages","20 X 10","","","Sponsor","","Graham/Dorton","E","Page 6","NC Lottery",527,543,"","","","","",35.794318,-78.711383
"","","Mattress Firm","40 X 40","","","Sponsor","","Dorton/Hillsborough","K","none","Mattress Firm",528,545,"","","","","",35.79365,-78.709095
"","","Food Lion","20 X 10","","","Sponsor","","Heritage Village","HV","Page 16","Food Lion",529,546,"Thursday Only","","","","",35.796139,-78.714512
"","","Century Link","20 X 10","","","Sponsor","","Heritage Village","HV","Page 16","Century Link",530,547,"","","","","",35.796227,-78.714517
"","","Ray Price","20 X 20","","","Sponsor","","Heritage Village","HV","Page 16","Food Lion",531,548,"","","","","",35.795915,-78.714463
"","","Vacation Villages","","","","Sponsor","","Gate Nine","GATE 9","Page 17","Vacation Villages",532,549,"","","","","",35.797005,-78.711106
"","","Sprint","10 X 10","","EDUCATION034","Sponsor","","Education Building","ED-34","Page 18","Sponsor",533,551,"","","","","",35.794571,-78.708456
"","","Dish","10 X 10","","EDUCATION035","Sponsor","","Education Building","ED-35","Page 18","Sponsor",534,552,"","","","","",35.794558,-78.708487
"","","NCDA CS - Got To Be NC "," ","","GOT TO BE NC","Attractions","","Scott South"," ","none","Got To Be Nc",535,553,"Markets","","","","",35.795789,-78.708073
"","","Fair - Online Ticket Pickup"," ","","","Attractions","","Kiddieland"," ","none","Online Ticket Pickup",536,554,"Tickets, Online Tickets, Ride Tickets, Ticket Redemption, Ride Ticket Redemption Tent","","","","",35.795333,-78.708391
"","","Kiddie Land Stage"," ","","","Attractions","","Dorton/Gate1"," ","Page 13","Kiddie Land Stage",537,555,"","","","","",35.794265,-78.709359
"","","Fair - Online Ticket Pickup"," ","","","Attractions","","Dorton Triangle"," ","Page 8","Online Ticket Pickup",538,556,"Tickets, Online Tickets, Ride Tickets, Ticket Redemption, Ride Ticket Redemption Tent","","","","",35.794658,-78.710476
"","","Pig Races"," ","","","Attractions","","Coleman Hill"," ","none","Hogway Speedway",539,557,"","","","","",35.796857,-78.708631
"","","Fair - Waterfowl (Poultry)"," ","","","Attractions","","Dorton/Hillsborough"," ","none","Water Fowl Exhibit",540,558,"","","","","",35.792696,-78.711476
"","","Apprentice Tent"," ","","","Attractions","","Dorton/Hillsborough"," ","none","Apprentice Tent",541,559,"","","","","",35.79254,-78.711175
"","","Fair - Waterfowl (Poultry)"," ","","","Attractions","","Dorton/Hillsborough"," ","none","Water Fowl Exhibit",542,560,"","","","","",35.792792,-78.711257
"","","NCDA CS - Poultry Tent","","","","Attractions","","Dorton/Hillsborough"," ","Page 14","Poultry Tent",543,561,"","","","","",35.792797,-78.710675
"","","Caseys Clubhouse","","","","Attractions","","Dorton/Gate1","","Page 12","Caseys Clubhouse",544,564,"","","","","",35.794371,-78.708817
"","","Cow Milking Demo","","","","Attractions","","Exposition Center","EXPO","Page 5","Cow Milking Demo",545,565,"","","","","",35.79401,-78.712516
"","","Cow Milking Demo","","","","Attractions","","Exposition Center","EXPO","Page 5","Milking Demo",546,566,"","","","","",35.794096,-78.712271
"","","Fair - Field Of Dreams","","","","Attractions","","Dorton/Hillsborough","","Page 13","Field Of Dreams",547,568,"","","","","",35.793966,-78.70973
"","","Fair - Field Of Dreams","40 X 40","","","Attractions","","Dorton/Hillsborough","","Page 13","Field Of Dreams",548,569,"","","","","",35.793857,-78.709648
"","","4 C's Show","","","","Attractions","","Midway","","none","4 C's Show",549,570,"","","","","",35.79713,-78.712314
"","","Pony","","","","Attractions","","Scott North","","Page 9","Pony",550,571,"$6, $10","","","","",35.796008,-78.709091
"","","Circus","","","","Attractions","","Scott North","","Page 17","Circus",551,572,"","","","","",35.797073,-78.710426
"","","Music Stage","","","","Attractions","","Dorton","","Page 6","Music Stage",552,573,"","","","","",35.79399,-78.710935
"","","Scooter","",14,"","Rides","DOL","Midway","MW","","Scooter",553,574,"","WADE",4,"","",35.79622,-78.710918
"","","Bumper Cars","",26,"","Rides","DOL","Midway","MW","","Bumper Cars",554,575,"","POWERS",5,"","",35.796082,-78.711236
"","","Genesis","",6,"","Rides","DOL","Midway","MW","","Genesis",555,576,"","POWERS",4,"","",35.797016,-78.713048
"","","Super Himalaya","",18,"","Rides","DOL","Midway","MW","","Super Himalaya",556,577,"","WADE",5,"","",35.796804,-78.712524
"","","Mega Drop","",11,"","Rides","DOL","Midway","MW","","Mega Drop",557,578,"","WADE",5,"","",35.796018,-78.710335
"","","Tilt-A-Whirl","",29,"","Rides","DOL","Midway","MW","","Tilt-A-Whirl",558,579,"","POWERS",4,"","",35.795915,-78.710649
"","","Giant Wheel","",7,"","Rides","DOL","Midway","MW","","Giant Wheel",559,581,"Ferris Wheel","WADE",6,"","",35.79689,-78.71329
"","","Air Raid","",5,"","Rides","DOL","Midway","MW","","Air Raid",560,582,"","POWERS",8,"","",35.797153,-78.712845
"","","Orbiter","",2,"","Rides","DOL","Midway","MW","","Orbiter",561,583,"","WADE",5,"","",35.796318,-78.710045
"","","Hit N 2000","",1,"","Rides","DOL","Midway","MW","","Hit In 2000",562,584,"","WADE",6,"","",35.79614,-78.709895
"","","Jalopy Junction","",51,"","Rides","DOL","Kiddieland East","KE","","Jalopy Junction",563,585,"","WADE",3,"","",35.795077,-78.707708
"","","Wacky Worm","",55,"","Rides","DOL","Kiddieland East","KE","","Wacky Worm",564,586,"","POWERS",4,"","",35.795306,-78.707949
"","","Wiggle Wurm","",56,"","Rides","DOL","Kiddieland East","KE","","Wiggle Wurm",565,587,"","POWERS",3,"","",35.795231,-78.708144
"","","Ships Ahoy","",57,"","Rides","DOL","Kiddieland East","KE","","Ships Ahoy",566,588,"","POWERS",3,"","",35.795173,-78.708264
"","","Lolly Swings","",61,"","Rides","DOL","Kiddieland East","KE","","Lollipop Swings",567,589,"","WADE",3,"","",35.794966,-78.708792
"","","Circus Train","",63,"","Rides","DOL","Kiddieland West","KW","","Circus Train",568,590,"","POWERS",3,"","",35.794733,-78.709285
"","","Up, Up, & Away","",45,"","Rides","DOL","Kiddieland West","KW","","Up, Up, & Away",569,591,"","WADE",3,"","",35.794483,-78.709227
"","","The Giant Wheel","",48,"","Rides","DOL","Kiddieland East","KE","","The Giant Wheel",570,592,"Ferris Wheel","POWERS",6,"","",35.794866,-78.708286
"","","Sizzler","",27,"","Rides","DOL","Midway","MW","","Sizzler",571,593,"","POWERS",4,"","",35.796003,-78.710988
"","","Wave Swinger","",30,"","Rides","DOL","Midway","MW","","Wave Swinger",572,594,"","POWERS",5,"","",35.79587,-78.710466
"","","Mighty Mouse Roller Coaster","",15,"","Rides","DOL","Midway","MW","","Mighty Mouse Roller Coaster",573,595,"","WADE",8,"","",35.79636,-78.711336
"","","Vertigo","",20,"","Rides","DOL","Midway","MW","","Vertigo",574,596,"","POWERS",5,"","",35.796706,-78.712822
"","","Dragon Wagon","",44,"","Rides","DOL","Kiddieland West","KW","","Dragon Wagon",575,597,"","WADE",3,"","",35.794451,-78.70937
"","","Super Shot","",36,"","Rides","DOL","Old Midway","OM","","Super Shot ",576,598,"","POWERS",4,"","",35.794269,-78.714784
"","","Super Slide","",67,"","Rides","DOL","Kiddieland West","KW","","Super Slide",577,599,"","WADE",4,"","",35.794769,-78.70939
"","","Zipper","",98,"","Rides","DOL","Coleman Hill","CH","","Zipper",578,600,"","WADE",5,"","",35.796921,-78.709917
"","","Tea Cups","",69,"","Rides","DOL","Scott South","SS","","Tea Cups",579,601,"","POWERS",3,"","",35.795568,-78.70858
"","","Monster Truck","",77,"","Rides","DOL","Scott South","SS","","Monster Truck",580,602,"","POWERS",3,"","",35.79578,-78.70843
"","","Fun Slide","",84,"","Rides","DOL","Scott North","SN","","Fun Slide",581,603,"","POWERS",3,"","",35.796074,-78.709138
"","","King's Circus","",35,"","Rides","DOL","Old Midway","OM","","King's Circus",582,605,"","",5,"","",35.794291,-78.715095
"","","Firehouse","",8,"","Rides","DOL","Midway","MW","","Firehouse",583,606,"","DREAMLAND ",3,"","",35.796377,-78.713018
"","","Orbiter","",97,"","Rides","DOL","Coleman Hill","CH","","Orbiter",584,607,"","POWERS",5,"","",35.79692,-78.709753
"","","Charlie Chopper","",86,"","Rides","DOL","Scott North","SN","","Charlie Chopper",585,608,"","POWERS",3,"","",35.796475,-78.708953
"","","Fire Ball","",94,"","Rides","DOL","Coleman Hill","CH","","Fire Ball",586,609,"","POWERS",5,"","",35.797169,-78.709869
"","","Hydro Shock","",28,"","Rides","DOL","Midway","MW","","Hydro",587,610,"","WADE",3,"","",35.795951,-78.71082
"","","Merry Go Round","",66,"","Rides","DOL","Kiddieland West","KW","","Merry Go Round",588,611,"","POWERS",4,"","",35.794583,-78.709691
"","","Landslide","",9,"","Rides","DOL","Midway","MW","","Landslide",589,612,"","WADE",3,"","",35.796231,-78.712839
"","","Happy Swing","",62,"","Rides","DOL","Kiddieland West","KW","","Happy Swing",590,613,"","WADE",3,"","",35.794802,-78.70911
"","","Speedway Racing","",50,"","Rides","DOL","Kiddieland East","KE","","Speedway Racing",591,614,"","WADE",3,"","",35.794999,-78.707917
"","","4 X 4 Quads","",75,"","Rides","DOL","Scott South","SS","","4 X 4 Quads",592,615,"","WADE",3,"","",35.7958,-78.708807
"","","Landslide","",41,"","Rides","DOL","Old Midway","OM","","Landslide",593,618,"","WADE",3,"","",35.794567,-78.713518
"","","Sizzler","",38,"","Rides","DOL","Old Midway","OM","","Sizzler",594,620,"","WADE",4,"","",35.794366,-78.714457
"","","Zero Gravity","",13,"","Rides","DOL","Midway","MW","","Zero Gravity",595,621,"","POWERS",4,"","",35.796137,-78.710748
"","","Zombie","",3,"","Rides","DOL","Midway","MW","","Zombie",596,622,"","WADE",4,"","",35.79637,-78.710251
"","","Crazy Chopper","",68,"","Rides","DOL","Scott South","SS","","Crazy Chopper",597,624,"","POWERS",3,"","",35.795906,-78.708503
"","","Pirates Island","",46,"","Rides","DOL","Kiddieland West","KW","","Pirates Island",598,625,"","POWERS",3,"","",35.794577,-78.709076
"","","Bungee Jump","",65,"","Rides","DOL","Kiddieland West","KW","","Bungee Jump",599,626,"$5.00","UNKNOWN",-1,"","",35.794637,-78.709566
"","","Teacups","",64,"","Rides","DOL","Kiddieland West","KW","","Teacups",600,627,"","WADE",3,"","",35.794683,-78.709433
"","","Beach Shack","",52,"","Rides","DOL","Kiddieland East","KE","","Beach Shack",601,629,"","WADE",4,"","",35.795053,-78.708176
"","","Circus Train","",49,"","Rides","DOL","Kiddieland East","KE","","Circus Train",602,630,"","WADE",3,"","",35.794944,-78.708027
"","","Vw Bug","",43,"","Rides","DOL","Kiddieland West","KW","","Vw Bug",603,631,"","POWERS",3,"","",35.794379,-78.709495
"","","Farm Tractor","",47,"","Rides","DOL","Kiddieland West","KW","","Farm Tractor",604,632,"","POWERS",3,"","",35.794629,-78.708909
"","","Combo","",53,"","Rides","DOL","Kiddieland East","KE","","Combo",605,633,"","POWERS",3,"","",35.795119,-78.708017
"","","Rally Racer","",54,"","Rides","DOL","Kiddieland East","KE","","Rally Racer",606,634,"","POWERS",3,"","",35.795168,-78.707908
"","","Hamster Dance","",60,"","Rides","DOL","Kiddieland East","KE","","Hamster Dance",607,635,"$5.00","POWERS",-1,"","",35.794998,-78.708664
"","","Puppy Roll","",59,"","Rides","DOL","Kiddieland East","KE","","Puppy Roll",608,636,"","POWERS",3,"","",35.795048,-78.708556
"","","Fiesta Balloons","",58,"","Rides","DOL","Kiddieland East","KE","","Fiesta Balloons",609,637,"","POWERS",3,"","",35.795068,-78.708442
"","","Khaos","",16,"","Rides","DOL","Midway","MW","","Khaos",610,640,"","POWERS",6,"","",35.79663,-78.711994
"","","Cliff Hanger","",17,"","Rides","DOL","Midway","MW","","Cliff Hanger",611,641,"","WADE",4,"","",35.796688,-78.712312
"","","Free Bird","",19,"","Rides","DOL","Midway","MW","","Free Bird",612,642,"","WADE",5,"","",35.796869,-78.712727
"","","F5","",12,"","Rides","DOL","Midway","MW","","F5",613,645,"","POWERS",5,"","",35.7961,-78.71054
"","","Rockstar","",24,"","Rides","DOL","Midway","MW","","Rockstar",614,647,"","POWERS",5,"","",35.796203,-78.71164
"","","Alien Abduction","",25,"","Rides","DOL","Midway","MW","","Alien Abduction",615,648,"","POWERS",5,"","",35.796154,-78.711443
"","","Haunted House","",4,"","Rides","DOL","Midway","MW","","Haunted House",616,649,"","POWERS",4,"","",35.797174,-78.712534
"","","Undersea Adventure","",70,"","Rides","DOL","Scott South","SS","","Undersea Adventure",617,651,"","",3,"","",35.795555,-78.708739
"","","Merry-Go-Round","",78,"","Rides","DOL","Scott North","SN","","Merry-Go-Round",618,652,"","POWERS",4,"","",35.796056,-78.708663
"","","Hamster Dance","",83,"","Rides","DOL","Scott North","SN","","Hamster Dance",619,653,"","POWERS",-1,"","",35.796043,-78.708995
"","","Pirate Paradise","",82,"","Rides","DOL","Scott North","SN","","Pirate Paradise",620,654,"","WADE",3,"","",35.795883,-78.709031
"","","Bungee Jump","",87,"","Rides","DOL","Scott North","SN","","Bungee Jump",621,656,"$7.00","UNKNOWN",-1,"","",35.796317,-78.709299
"","","Rockin Tug Boat","",85,"","Rides","DOL","Scott North","SN","","Rockin Tug Boat",622,657,"","POWERS",3,"","",35.796349,-78.709187
"","","Sea Ray","",99,"","Rides","DOL","Coleman Hill","CH","","Sea Ray",623,658,"","POWERS",4,"","",35.796799,-78.710028
"","","Starship 4000","",96,"","Rides","DOL","Coleman Hill","CH","","Starship 4000",624,659,"","WADE",5,"","",35.796883,-78.709425
"","","Rockstar","",88,"","Rides","DOL","Coleman Hill","CH","","Rockstar",625,662,"","WADE",5,"","",35.796625,-78.709329
"","","Wacky Worm","",33,"","Rides","DOL","Old Midway","OM","","Wacky Worm",626,663,"","WADE",4,"","",35.794641,-78.714768
"","","Starship 4000","",31,"","Rides","DOL","Old Midway","OM","","Starship 4000",627,665,"","WADE",5,"","",35.794846,-78.714282
"","","Gondola Wheel","",32,"","Rides","DOL","Old Midway","OM","","Gondola Wheel",628,667,"Ferris Wheel","POWERS",6,"","",35.794763,-78.714469
"","","Super Cyclone Roller Coaster","",40,"","Rides","DOL","Old Midway","OM","","Super Cyclone Roller Coaster",629,668,"","WADE",4,"","",35.79446,-78.713833
"","","Delusion","",39,"","Rides","DOL","Old Midway","OM","","Delusion",630,669,"","DREAMLAND ",6,"","",35.794485,-78.714296
"","","Magic Maze Glass House","",42,"","Rides","DOL","Old Midway","OM","","Magic Maze Glass House",631,670,"","POWERS",3,"","",35.794677,-78.712982
"","","State Fair Flyer - Orville","","","","Flyer","DOL","Scott South","SS","","State Fair Flyer - Orville",632,671,"Chair Lift, Ski Lift","UNKNOWN",0,"","",35.795346,-78.709387
"","","State Fair Flyer - Wilbur","","","","Flyer","DOL","Midway","MW","","State Fair Flyer - Wilbur",633,672,"Chair Lift, Ski Lift","UNKNOWN",0,"","",35.7968,-78.713594
"","","Train Station","",79,"","Rides","DOL","Scott North","SN","","Train Station",634,674,"","POWERS",3,"","",35.796162,-78.708728
"","","Mardi Gras","",10,"","Rides","DOL","Midway","MW","","Mardi Gras",635,677,"","WADE",4,"","",35.795592,-78.710843
"","","","","","","Buildings","","","",""," ",636,678,"","","","","",35.793624,-78.712391
"","","","","","","Buildings","","","",""," ",637,679,"","","","","",35.793695,-78.709773
"","","","","","","Buildings","","","","","Kelley",638,680,"","","","","",35.793522,-78.712671
"","","","","","","Buildings","","","","","Jim Graham",639,681,"","","","","",35.793426,-78.711673
"","","","","","","Buildings","","","","","Expo",640,682,"","","","","",35.7943,-78.712697
"","","","","","","Buildings","","","","","Restrooms",641,683,"","","","","",35.794702,-78.708612
"","","","","","","Buildings","","","","","Restrooms",642,684,"","","","","",35.795011,-78.711243
